ISO,Region,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source,Continent,Population,Estimate of firearms in civilian possession,Registered firearms,Unregistered firearms,Total law enforcement firearms,Total military firearms,Country,Subregion
HUN,Europe,Victims of intentional homicide,Total,Total,Male,0-9,2018,"Rate per 100,000 population",0.837024086414367,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,0-9,2018,"Rate per 100,000 population",0.220786862298546,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,18-19,2018,"Rate per 100,000 population",0,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,18-19,2018,"Rate per 100,000 population",1.04771284286403,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,20-24,2018,"Rate per 100,000 population",1.7028174818054,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,20-24,2018,"Rate per 100,000 population",0.361520482846757,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,25-29,2018,"Rate per 100,000 population",0,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,25-29,2018,"Rate per 100,000 population",0.329902348904724,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",0.911517617584633,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.942851418402103,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",1.68732764211781,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",1.32302728998214,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.680336572221372,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.90365781318682,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide – City-level data,by location,2nd largest city,Total,Total,2018,"Rate per 100,000 population",0.184154648572313,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide – City-level data,by location,3rd largest city,Total,Total,2018,"Rate per 100,000 population",0.0306924414287188,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Victims of intentional homicide – City-level data,by location,1st largest city,Total,Total,2018,"Rate per 100,000 population",0.0102308138095729,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,0-9,2018,"Rate per 100,000 population",0,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,0-9,2018,"Rate per 100,000 population",0,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,18-19,2018,"Rate per 100,000 population",1.97445060911801,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,18-19,2018,"Rate per 100,000 population",0,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,20-24,2018,"Rate per 100,000 population",1.02169048908324,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,20-24,2018,"Rate per 100,000 population",0.361520482846757,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,25-29,2018,"Rate per 100,000 population",2.15834880149974,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,25-29,2018,"Rate per 100,000 population",0.659804697809448,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,"Rate per 100,000 population",1.45842818813541,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,"Rate per 100,000 population",0.565710851041262,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,"Rate per 100,000 population",0.843663821058904,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,"Rate per 100,000 population",0.203542659997252,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,"Rate per 100,000 population",0.777527511110139,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,"Rate per 100,000 population",0.0645469866562014,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Persons convicted for intentional homicide,Total,Total,Total,Total,2018,"Rate per 100,000 population",0.879849987623273,CTS,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
HUN,Europe,Death due to intentional homicide in prison,Total,Total,Total,Total,2018,"Rate per 100,000 population",0,CTS/SDG,Europe,9788000.0,1023000,211300.0,811700.0,17000,147880.0,Hungary,Eastern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Male,Total,2018,Counts,2,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,by citizenship,National citizens,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,by citizenship,Foreign citizens,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,Counts,3,Eurostat/UNSDC/CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,Counts,2,MD/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,Total,2018,Counts,1,MD/CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Total,Total,2018,Counts,1,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Total,Total,2018,Counts,0,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Male,Total,2018,Counts,0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,Counts,0,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Total,Total,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Male,Total,2018,Counts,1,SDG/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Female,Total,2018,Counts,0,SDG/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,1,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,0,CTS/SDG/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Total,Total,2018,Counts,2,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,1,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Other Perpetrator known to the victim,Female,Total,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Total,Total,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator unknown to the victim,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Perpetrator to victim relationship unknown,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Organized criminal groups or gangs,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Other criminal activities,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Other criminal activities,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Other criminal activities,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Interpersonal homicide,Total,Total,2018,Counts,3,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Interpersonal homicide,Male,Total,2018,Counts,2,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Interpersonal homicide,Female,Total,2018,Counts,1,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide - terrorist offences,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Socio-political homicide,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Unknown types of homicide,Total,Total,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Unknown types of homicide,Male,Total,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by situational context,Unknown types of homicide,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Firearms or explosives - firearms,Total,Total,2018,Counts,0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Another weapon,Total,Total,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Another weapon - sharp object,Total,Total,2018,Counts,0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Without a weapon/ other Mechanism,Total,Total,2018,Counts,3,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by mechanisms,Unspecified means,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,Unknown,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,Unknown,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,0-9,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,0-9,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,10 -14,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,10 -14,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,15 -17,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,15 -17,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,18-19,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,18-19,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,20-24,2018,Counts,0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,20-24,2018,Counts,0,GSH 2023 Revision/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,25-29,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,25-29,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,30-44,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,30-44,2018,Counts,0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,45-59,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,45-59,2018,Counts,1,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,60 and older,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,60 and older,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by citizenship,National citizens,Male,Total,2018,Counts,2,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by citizenship,National citizens,Female,Total,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by citizenship,Foreign citizens,Male,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by citizenship,Foreign citizens,Female,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide – City-level data,by location,2nd largest city,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide – City-level data,by location,3rd largest city,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide – City-level data,by location,1st largest city,Total,Total,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,Unknown,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,Unknown,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,0-9,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,0-9,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,10 -14,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,10 -14,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,15 -17,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,15 -17,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,18-19,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,18-19,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,20-24,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,20-24,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,25-29,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,25-29,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,30-44,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,30-44,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,45-59,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,45-59,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Male,60 and older,2018,Counts,1,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Persons arrested/suspected for intentional homicide,Total,Total,Female,60 and older,2018,Counts,0,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Total,Total,2018,"Rate per 100,000 population",0.850210001870462,Eurostat/UNSDC/CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Male,Total,2018,"Rate per 100,000 population",1.10951772038489,MD/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,Total,Total,Female,Total,2018,"Rate per 100,000 population",0.579389381530805,MD/CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member,Total,Total,2018,"Rate per 100,000 population",0.283403333956821,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Total,Total,2018,"Rate per 100,000 population",0,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Male,Total,2018,"Rate per 100,000 population",0,CTS/GSH 2023 Revision,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Intimate partner,Female,Total,2018,"Rate per 100,000 population",0,CTS/SDG,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Total,Total,2018,"Rate per 100,000 population",0.283403333956821,CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
ISL,Europe,Victims of intentional homicide,by relationship to perpetrator,Intimate partner or family member: Family member,Male,Total,2018,"Rate per 100,000 population",0.554758860192446,SDG/CTS,Europe,334000.0,106000,73000.0,33000.0,590,650.0,Iceland,Northern Europe
